,playercode,EventId,TotPrizeMoney,Same_Nationality,iscritto,ha_pts_def,EventType_500,Surface_Grass,Surface_Hard
14828,p0ht,329,2226470,0,0,0,1,0,1
14829,p0ht,7480,889890,0,0,0,0,0,1
14830,p0ht,439,596035,0,0,0,0,0,0
14831,p0ht,425,2889200,0,0,0,1,0,0
14832,p0ht,337,2736875,0,0,0,1,0,1
14833,p0ht,8996,680140,0,0,0,0,0,0
14834,p0ht,717,680140,0,0,0,0,0,0
14835,p0ht,316,596035,0,0,0,0,0,0
14836,m0oh,747,4016050,0,0,0,1,0,1
14837,m0oh,7581,1190210,0,0,0,0,0,1
14838,m0oh,336,680140,0,0,0,0,0,1
14839,m0oh,6242,798335,0,0,0,0,0,1
14840,m0oh,319,596035,0,0,0,0,0,0
14841,m0oh,8994,596035,0,0,0,0,1,0
14842,m0oh,311,2522220,0,0,0,1,1,0
14843,m0oh,440,706850,0,0,0,0,1,0
14844,m0oh,414,2158560,0,0,0,1,0,0
14845,m0oh,308,2500000,0,0,0,1,0,0
14846,m0oh,4462,596035,0,0,0,0,0,0
14847,m0oh,495,3237670,0,0,0,1,0,1
14848,m0oh,451,2760000,0,0,0,1,0,1
14849,m0oh,407,2401550,0,0,0,1,0,1
14850,m0oh,8998,680140,0,0,0,0,0,1
14851,m0oh,418,2396115,0,0,0,1,0,1
14852,m0oh,321,751630,0,0,0,0,1,0
14853,m0oh,301,680140,0,0,0,0,0,1
14854,m0oh,339,680140,0,0,0,0,0,1
14855,m0oh,328,2523045,0,0,0,1,0,1
14856,m0oh,7485,706850,0,0,0,0,0,1
14857,m0oh,4713,1019185,0,0,0,0,0,1
14858,m0oh,314,596035,0,0,0,0,0,0
14859,m0oh,807,2585410,0,0,0,1,0,1
14860,m0oh,375,596035,0,0,0,0,0,1
14861,m0oh,341,596035,0,0,0,0,0,1
14862,m0oh,429,706850,0,0,0,0,0,1
14863,m0oh,741,756875,0,0,0,0,1,0
14864,m0oh,500,2522220,0,0,0,1,1,0
14865,m0oh,360,596035,0,0,0,0,0,0
14866,m0oh,496,740730,0,0,0,0,0,1
14867,m0oh,5100,766715,0,0,0,0,0,1
14868,m0oh,322,596035,0,0,0,0,0,0
14869,m0oh,499,680140,0,0,0,0,0,1
14870,m0oh,424,2760000,0,0,0,1,0,1
14871,m0oh,6932,2396115,0,0,0,1,0,0
14872,m0oh,506,658390,0,0,0,0,0,0
14873,m0oh,9410,1055255,0,0,0,0,0,1
14874,m0oh,329,2226470,0,0,0,1,0,1
14875,m0oh,7480,889890,0,0,0,0,0,1
14876,m0oh,439,596035,0,0,0,0,0,0
14877,m0oh,425,2889200,0,0,0,1,0,0
14878,m0oh,337,2736875,0,0,0,1,0,1
14879,m0oh,8996,680140,0,0,0,0,0,0
14880,m0oh,717,680140,0,0,0,0,0,0
14881,m0oh,316,596035,0,0,0,0,0,0
14882,b0gy,747,4016050,0,0,0,1,0,1
14883,b0gy,7581,1190210,0,0,0,0,0,1
14884,b0gy,336,680140,0,0,0,0,0,1
14885,b0gy,6242,798335,0,0,0,0,0,1
14886,b0gy,319,596035,0,0,0,0,0,0
14887,b0gy,8994,596035,0,0,0,0,1,0
14888,b0gy,311,2522220,0,0,0,1,1,0
14889,b0gy,440,706850,0,0,0,0,1,0
14890,b0gy,414,2158560,0,0,0,1,0,0
14891,b0gy,308,2500000,0,0,0,1,0,0
14892,b0gy,4462,596035,0,0,0,0,0,0
14893,b0gy,495,3237670,0,0,0,1,0,1
14894,b0gy,451,2760000,0,0,0,1,0,1
14895,b0gy,407,2401550,0,0,0,1,0,1
14896,b0gy,8998,680140,0,0,0,0,0,1
14897,b0gy,418,2396115,0,0,0,1,0,1
14898,b0gy,321,751630,0,0,0,0,1,0
14899,b0gy,301,680140,0,0,0,0,0,1
14900,b0gy,339,680140,0,0,0,0,0,1
14901,b0gy,328,2523045,0,0,0,1,0,1
14902,b0gy,7485,706850,0,0,0,0,0,1
14903,b0gy,4713,1019185,0,0,0,0,0,1
14904,b0gy,314,596035,0,0,0,0,0,0
14905,b0gy,807,2585410,0,0,0,1,0,1
14906,b0gy,375,596035,0,0,0,0,0,1
14907,b0gy,341,596035,0,0,0,0,0,1
14908,b0gy,429,706850,0,0,0,0,0,1
14909,b0gy,741,756875,0,0,0,0,1,0
14910,b0gy,500,2522220,0,0,0,1,1,0
14911,b0gy,360,596035,0,0,0,0,0,0
14912,b0gy,496,740730,0,0,0,0,0,1
14913,b0gy,5100,766715,0,0,0,0,0,1
14914,b0gy,322,596035,0,0,0,0,0,0
14915,b0gy,499,680140,0,0,0,0,0,1
14916,b0gy,424,2760000,0,0,0,1,0,1
14917,b0gy,6932,2396115,0,0,0,1,0,0
14918,b0gy,506,658390,0,0,0,0,0,0
14919,b0gy,9410,1055255,0,0,0,0,0,1
14920,b0gy,329,2226470,0,0,0,1,0,1
14921,b0gy,7480,889890,0,0,0,0,0,1
14922,b0gy,439,596035,0,0,0,0,0,0
14923,b0gy,425,2889200,0,0,0,1,0,0
14924,b0gy,337,2736875,0,0,0,1,0,1
14925,b0gy,8996,680140,0,0,0,0,0,0
14926,b0gy,717,680140,0,0,0,0,0,0
14927,b0gy,316,596035,0,0,0,0,0,0
14928,m0e1,336,680140,0,0,0,0,0,1
14929,m0e1,6242,798335,0,0,0,0,0,1
14930,m0e1,319,596035,0,0,0,0,0,0
14931,m0e1,440,706850,0,0,0,0,1,0
14932,m0e1,4462,596035,0,0,0,0,0,0
14933,m0e1,8998,680140,0,0,0,0,0,1
14934,m0e1,418,2396115,0,0,0,1,0,1
14935,m0e1,321,751630,0,0,0,0,1,0
14936,m0e1,301,680140,0,0,0,0,0,1
14937,m0e1,339,680140,0,0,0,0,0,1
14938,m0e1,7485,706850,0,0,0,0,0,1
14939,m0e1,375,596035,0,0,0,0,0,1
14940,m0e1,341,596035,0,0,0,0,0,1
14941,m0e1,429,706850,0,0,0,0,0,1
14942,m0e1,360,596035,0,0,0,0,0,0
14943,m0e1,496,740730,0,0,0,0,0,1
14944,m0e1,5100,766715,0,0,0,0,0,1
14945,m0e1,499,680140,0,0,0,0,0,1
14946,m0e1,506,658390,0,0,0,0,0,0
14947,m0e1,9410,1055255,0,0,0,0,0,1
14948,m0e1,439,596035,0,0,0,0,0,0
14949,m0e1,717,680140,0,0,0,0,0,0
14950,cf01,747,4016050,0,0,0,1,0,1
14951,cf01,7581,1190210,0,0,0,0,0,1
14952,cf01,336,680140,0,0,0,0,0,1
14953,cf01,6242,798335,0,0,0,0,0,1
14954,cf01,319,596035,0,0,0,0,0,0
14955,cf01,440,706850,0,0,0,0,1,0
14956,cf01,308,2500000,0,0,0,1,0,0
14957,cf01,495,3237670,0,0,0,1,0,1
14958,cf01,451,2760000,0,0,0,1,0,1
14959,cf01,418,2396115,0,0,0,1,0,1
14960,cf01,321,751630,0,0,0,0,1,0
14961,cf01,339,680140,0,0,0,0,0,1
14962,cf01,328,2523045,0,0,0,1,0,1
14963,cf01,7485,706850,0,0,0,0,0,1
14964,cf01,4713,1019185,0,0,0,0,0,1
14965,cf01,807,2585410,0,0,0,1,0,1
14966,cf01,341,596035,0,0,0,0,0,1
14967,cf01,429,706850,0,0,0,0,0,1
14968,cf01,5100,766715,0,0,0,0,0,1
14969,cf01,6932,2396115,0,0,0,1,0,0
14970,cf01,9410,1055255,0,0,0,0,0,1
14971,cf01,329,2226470,0,0,0,1,0,1
14972,cf01,439,596035,0,1,0,0,0,0
14973,cf01,425,2889200,0,0,0,1,0,0
14974,cf01,337,2736875,0,0,0,1,0,1
14975,cf01,8996,680140,0,0,0,0,0,0
14976,p0k4,747,4016050,0,0,0,1,0,1
14977,p0k4,7581,1190210,0,0,0,0,0,1
14978,p0k4,336,680140,0,0,0,0,0,1
14979,p0k4,6242,798335,0,0,0,0,0,1
14980,p0k4,319,596035,0,0,0,0,0,0
14981,p0k4,8994,596035,0,0,0,0,1,0
14982,p0k4,311,2522220,0,0,0,1,1,0
14983,p0k4,440,706850,0,0,0,0,1,0
14984,p0k4,414,2158560,0,0,0,1,0,0
14985,p0k4,308,2500000,0,0,0,1,0,0
14986,p0k4,4462,596035,0,0,0,0,0,0
14987,p0k4,495,3237670,0,0,0,1,0,1
14988,p0k4,451,2760000,0,0,0,1,0,1
14989,p0k4,407,2401550,0,0,0,1,0,1
14990,p0k4,8998,680140,0,0,0,0,0,1
14991,p0k4,418,2396115,0,0,0,1,0,1
14992,p0k4,321,751630,0,0,0,0,1,0
14993,p0k4,301,680140,0,0,0,0,0,1
14994,p0k4,339,680140,0,0,0,0,0,1
14995,p0k4,328,2523045,0,0,0,1,0,1
14996,p0k4,7485,706850,0,0,0,0,0,1
14997,p0k4,4713,1019185,0,0,0,0,0,1
14998,p0k4,314,596035,0,0,0,0,0,0
14999,p0k4,807,2585410,0,0,0,1,0,1
15000,p0k4,375,596035,0,0,0,0,0,1
15001,p0k4,341,596035,0,0,0,0,0,1
15002,p0k4,429,706850,0,0,0,0,0,1
15003,p0k4,741,756875,0,0,0,0,1,0
15004,p0k4,500,2522220,0,0,0,1,1,0
15005,p0k4,360,596035,0,0,0,0,0,0
15006,p0k4,496,740730,0,0,0,0,0,1
15007,p0k4,5100,766715,0,0,0,0,0,1
15008,p0k4,322,596035,0,0,0,0,0,0
15009,p0k4,499,680140,0,0,0,0,0,1
15010,p0k4,424,2760000,0,0,0,1,0,1
15011,p0k4,6932,2396115,0,0,0,1,0,0
15012,p0k4,506,658390,0,0,0,0,0,0
15013,p0k4,9410,1055255,0,0,0,0,0,1
15014,p0k4,329,2226470,0,0,0,1,0,1
15015,p0k4,7480,889890,0,0,0,0,0,1
15016,p0k4,439,596035,0,0,0,0,0,0
15017,p0k4,425,2889200,0,0,0,1,0,0
15018,p0k4,337,2736875,0,0,0,1,0,1
15019,p0k4,8996,680140,0,0,0,0,0,0
15020,p0k4,717,680140,0,0,0,0,0,0
15021,p0k4,316,596035,0,0,0,0,0,0
15022,a09u,747,4016050,0,0,0,1,0,1
15023,a09u,7581,1190210,0,0,0,0,0,1
15024,a09u,336,680140,0,0,0,0,0,1
15025,a09u,6242,798335,0,0,0,0,0,1
15026,a09u,319,596035,0,0,0,0,0,0
15027,a09u,8994,596035,0,0,0,0,1,0
15028,a09u,311,2522220,0,0,0,1,1,0
15029,a09u,440,706850,0,0,0,0,1,0
15030,a09u,414,2158560,0,0,0,1,0,0
15031,a09u,308,2500000,0,0,0,1,0,0
15032,a09u,4462,596035,0,0,0,0,0,0
15033,a09u,495,3237670,0,0,0,1,0,1
15034,a09u,451,2760000,0,0,0,1,0,1
15035,a09u,407,2401550,0,0,0,1,0,1
15036,a09u,8998,680140,0,0,0,0,0,1
15037,a09u,418,2396115,0,0,0,1,0,1
15038,a09u,321,751630,0,0,0,0,1,0
15039,a09u,301,680140,0,0,0,0,0,1
15040,a09u,339,680140,0,0,0,0,0,1
15041,a09u,328,2523045,0,0,0,1,0,1
15042,a09u,7485,706850,0,0,0,0,0,1
15043,a09u,4713,1019185,0,0,0,0,0,1
15044,a09u,314,596035,0,0,0,0,0,0
15045,a09u,807,2585410,0,0,0,1,0,1
15046,a09u,375,596035,0,0,0,0,0,1
15047,a09u,341,596035,0,0,0,0,0,1
15048,a09u,429,706850,0,0,0,0,0,1
15049,a09u,741,756875,0,0,0,0,1,0
15050,a09u,500,2522220,0,0,0,1,1,0
15051,a09u,360,596035,0,0,0,0,0,0
15052,a09u,496,740730,0,0,0,0,0,1
15053,a09u,5100,766715,0,0,0,0,0,1
15054,a09u,322,596035,0,0,0,0,0,0
15055,a09u,499,680140,0,0,0,0,0,1
15056,a09u,424,2760000,0,0,0,1,0,1
15057,a09u,6932,2396115,0,0,0,1,0,0
15058,a09u,506,658390,0,0,0,0,0,0
15059,a09u,9410,1055255,0,0,0,0,0,1
15060,a09u,329,2226470,0,0,0,1,0,1
15061,a09u,7480,889890,0,0,0,0,0,1
15062,a09u,439,596035,0,0,0,0,0,0
15063,a09u,425,2889200,0,0,0,1,0,0
15064,a09u,337,2736875,0,0,0,1,0,1
15065,a09u,8996,680140,0,0,0,0,0,0
15066,a09u,717,680140,0,0,0,0,0,0
15067,a09u,316,596035,0,0,0,0,0,0
15068,b0lw,747,4016050,0,0,0,1,0,1
15069,b0lw,7581,1190210,0,0,0,0,0,1
15070,b0lw,336,680140,0,0,0,0,0,1
15071,b0lw,6242,798335,0,0,0,0,0,1
15072,b0lw,319,596035,0,0,0,0,0,0
15073,b0lw,8994,596035,0,0,0,0,1,0
15074,b0lw,311,2522220,0,0,0,1,1,0
15075,b0lw,440,706850,0,0,0,0,1,0
15076,b0lw,414,2158560,0,0,0,1,0,0
15077,b0lw,308,2500000,0,0,0,1,0,0
15078,b0lw,4462,596035,0,0,0,0,0,0
15079,b0lw,495,3237670,0,0,0,1,0,1
15080,b0lw,451,2760000,0,0,0,1,0,1
15081,b0lw,407,2401550,0,0,0,1,0,1
15082,b0lw,8998,680140,0,0,0,0,0,1
15083,b0lw,418,2396115,0,0,0,1,0,1
15084,b0lw,321,751630,0,0,0,0,1,0
15085,b0lw,301,680140,0,0,0,0,0,1
15086,b0lw,339,680140,0,0,0,0,0,1
15087,b0lw,328,2523045,0,1,0,1,0,1
15088,b0lw,7485,706850,0,0,0,0,0,1
15089,b0lw,4713,1019185,0,0,0,0,0,1
15090,b0lw,314,596035,0,1,0,0,0,0
15091,b0lw,807,2585410,0,0,0,1,0,1
15092,b0lw,375,596035,0,0,0,0,0,1
15093,b0lw,341,596035,0,0,0,0,0,1
15094,b0lw,429,706850,0,0,0,0,0,1
15095,b0lw,741,756875,0,0,0,0,1,0
15096,b0lw,500,2522220,0,0,0,1,1,0
15097,b0lw,360,596035,0,0,0,0,0,0
15098,b0lw,496,740730,0,0,0,0,0,1
15099,b0lw,5100,766715,0,0,0,0,0,1
15100,b0lw,322,596035,0,0,0,0,0,0
15101,b0lw,499,680140,0,0,0,0,0,1
15102,b0lw,424,2760000,0,0,0,1,0,1
15103,b0lw,6932,2396115,0,0,0,1,0,0
15104,b0lw,506,658390,0,0,0,0,0,0
15105,b0lw,9410,1055255,0,0,0,0,0,1
15106,b0lw,329,2226470,0,0,0,1,0,1
15107,b0lw,7480,889890,0,0,0,0,0,1
15108,b0lw,439,596035,0,0,0,0,0,0
15109,b0lw,425,2889200,0,0,0,1,0,0
15110,b0lw,337,2736875,0,0,0,1,0,1
15111,b0lw,8996,680140,0,0,0,0,0,0
15112,b0lw,717,680140,0,0,0,0,0,0
15113,b0lw,316,596035,0,0,0,0,0,0
15114,bk40,747,4016050,0,0,0,1,0,1
15115,bk40,336,680140,0,0,0,0,0,1
15116,bk40,440,706850,0,0,0,0,1,0
15117,bk40,414,2158560,0,0,0,1,0,0
15118,bk40,4462,596035,0,0,0,0,0,0
15119,bk40,495,3237670,0,1,0,1,0,1
15120,bk40,451,2760000,0,1,0,1,0,1
15121,bk40,407,2401550,0,1,0,1,0,1
15122,bk40,8998,680140,0,0,0,0,0,1
15123,bk40,321,751630,0,0,0,0,1,0
15124,bk40,301,680140,0,0,0,0,0,1
15125,bk40,339,680140,0,1,0,0,0,1
15126,bk40,7485,706850,0,0,0,0,0,1
15127,bk40,314,596035,0,0,0,0,0,0
15128,bk40,807,2585410,0,0,0,1,0,1
15129,bk40,375,596035,0,0,0,0,0,1
15130,bk40,429,706850,0,1,0,0,0,1
15131,bk40,360,596035,0,0,0,0,0,0
15132,bk40,496,740730,0,0,0,0,0,1
15133,bk40,322,596035,0,0,0,0,0,0
15134,bk40,499,680140,0,0,0,0,0,1
15135,bk40,424,2760000,0,0,0,1,0,1
15136,bk40,6932,2396115,0,0,0,1,0,0
15137,bk40,506,658390,0,0,0,0,0,0
15138,bk40,9410,1055255,0,0,0,0,0,1
15139,bk40,329,2226470,0,1,0,1,0,1
15140,bk40,7480,889890,0,0,0,0,0,1
15141,bk40,8996,680140,0,0,0,0,0,0
15142,bk40,717,680140,0,0,0,0,0,0
15143,bk40,316,596035,0,0,0,0,0,0
15144,gb93,747,4016050,0,0,0,1,0,1
15145,gb93,7581,1190210,0,0,0,0,0,1
15146,gb93,336,680140,0,0,0,0,0,1
15147,gb93,6242,798335,0,0,0,0,0,1
15148,gb93,319,596035,0,1,0,0,0,0
15149,gb93,8994,596035,0,0,0,0,1,0
15150,gb93,311,2522220,0,0,0,1,1,0
15151,gb93,440,706850,0,0,0,0,1,0
15152,gb93,414,2158560,0,0,0,1,0,0
15153,gb93,308,2500000,0,0,0,1,0,0
15154,gb93,4462,596035,0,0,0,0,0,0
15155,gb93,495,3237670,0,0,0,1,0,1
15156,gb93,451,2760000,0,0,0,1,0,1
15157,gb93,407,2401550,0,0,0,1,0,1
15158,gb93,8998,680140,0,0,0,0,0,1
15159,gb93,418,2396115,0,0,0,1,0,1
15160,gb93,321,751630,0,0,0,0,1,0
15161,gb93,301,680140,0,0,0,0,0,1
15162,gb93,339,680140,0,0,0,0,0,1
15163,gb93,328,2523045,0,0,0,1,0,1
15164,gb93,7485,706850,0,0,0,0,0,1
15165,gb93,4713,1019185,0,0,0,0,0,1
15166,gb93,314,596035,0,0,0,0,0,0
15167,gb93,807,2585410,0,0,0,1,0,1
15168,gb93,375,596035,0,0,0,0,0,1
15169,gb93,341,596035,0,0,0,0,0,1
15170,gb93,429,706850,0,0,0,0,0,1
15171,gb93,741,756875,0,0,0,0,1,0
15172,gb93,500,2522220,0,0,0,1,1,0
15173,gb93,360,596035,0,0,0,0,0,0
15174,gb93,496,740730,0,0,0,0,0,1
15175,gb93,5100,766715,0,0,0,0,0,1
15176,gb93,322,596035,0,0,0,0,0,0
15177,gb93,499,680140,0,0,0,0,0,1
15178,gb93,424,2760000,0,0,0,1,0,1
15179,gb93,6932,2396115,0,0,0,1,0,0
15180,gb93,506,658390,0,0,0,0,0,0
15181,gb93,9410,1055255,0,0,0,0,0,1
15182,gb93,329,2226470,0,0,0,1,0,1
15183,gb93,7480,889890,0,0,0,0,0,1
15184,gb93,439,596035,0,0,0,0,0,0
15185,gb93,425,2889200,0,0,0,1,0,0
15186,gb93,337,2736875,0,0,0,1,0,1
15187,gb93,8996,680140,0,0,0,0,0,0
15188,gb93,717,680140,0,0,0,0,0,0
15189,gb93,316,596035,0,0,0,0,0,0
15190,m0np,747,4016050,0,0,0,1,0,1
15191,m0np,7581,1190210,0,0,0,0,0,1
15192,m0np,336,680140,0,0,0,0,0,1
15193,m0np,6242,798335,0,0,0,0,0,1
15194,m0np,319,596035,0,0,0,0,0,0
15195,m0np,8994,596035,0,0,0,0,1,0
15196,m0np,311,2522220,0,0,0,1,1,0
15197,m0np,440,706850,0,0,0,0,1,0
15198,m0np,414,2158560,0,0,0,1,0,0
15199,m0np,308,2500000,0,0,0,1,0,0
15200,m0np,4462,596035,0,0,0,0,0,0
15201,m0np,495,3237670,0,0,0,1,0,1
15202,m0np,451,2760000,0,0,0,1,0,1
15203,m0np,407,2401550,0,0,0,1,0,1
15204,m0np,8998,680140,0,0,0,0,0,1
15205,m0np,418,2396115,0,0,0,1,0,1
15206,m0np,321,751630,0,0,0,0,1,0
15207,m0np,301,680140,0,0,0,0,0,1
15208,m0np,339,680140,0,0,0,0,0,1
15209,m0np,328,2523045,0,0,0,1,0,1
15210,m0np,7485,706850,0,0,0,0,0,1
15211,m0np,4713,1019185,0,0,0,0,0,1
15212,m0np,314,596035,0,0,0,0,0,0
15213,m0np,807,2585410,0,0,0,1,0,1
15214,m0np,375,596035,0,0,0,0,0,1
15215,m0np,341,596035,0,0,0,0,0,1
15216,m0np,429,706850,0,0,0,0,0,1
15217,m0np,741,756875,0,0,0,0,1,0
15218,m0np,500,2522220,0,0,0,1,1,0
15219,m0np,360,596035,0,0,0,0,0,0
15220,m0np,496,740730,0,0,0,0,0,1
15221,m0np,5100,766715,0,0,0,0,0,1
15222,m0np,322,596035,0,0,0,0,0,0
15223,m0np,499,680140,0,0,0,0,0,1
15224,m0np,424,2760000,0,0,0,1,0,1
15225,m0np,6932,2396115,0,0,0,1,0,0
15226,m0np,506,658390,0,0,0,0,0,0
15227,m0np,9410,1055255,0,0,0,0,0,1
15228,m0np,329,2226470,0,0,0,1,0,1
15229,m0np,7480,889890,0,0,0,0,0,1
15230,m0np,439,596035,0,0,0,0,0,0
15231,m0np,425,2889200,0,0,0,1,0,0
15232,m0np,337,2736875,0,0,0,1,0,1
15233,m0np,8996,680140,0,0,0,0,0,0
15234,m0np,717,680140,0,0,0,0,0,0
15235,m0np,316,596035,0,0,0,0,0,0
15236,s0bt,747,4016050,0,0,0,1,0,1
15237,s0bt,7581,1190210,0,0,0,0,0,1
15238,s0bt,336,680140,0,0,0,0,0,1
15239,s0bt,6242,798335,0,0,0,0,0,1
15240,s0bt,319,596035,0,0,0,0,0,0
15241,s0bt,8994,596035,0,0,0,0,1,0
15242,s0bt,311,2522220,0,0,0,1,1,0
15243,s0bt,440,706850,0,0,0,0,1,0
15244,s0bt,414,2158560,0,0,0,1,0,0
15245,s0bt,308,2500000,0,0,0,1,0,0
15246,s0bt,4462,596035,0,0,0,0,0,0
15247,s0bt,495,3237670,0,0,0,1,0,1
15248,s0bt,451,2760000,0,0,0,1,0,1
15249,s0bt,407,2401550,0,0,0,1,0,1
15250,s0bt,8998,680140,0,0,0,0,0,1
15251,s0bt,418,2396115,0,0,0,1,0,1
15252,s0bt,321,751630,0,0,0,0,1,0
15253,s0bt,301,680140,0,0,0,0,0,1
15254,s0bt,339,680140,0,0,0,0,0,1
15255,s0bt,328,2523045,0,0,0,1,0,1
15256,s0bt,7485,706850,0,0,0,0,0,1
15257,s0bt,4713,1019185,0,0,0,0,0,1
15258,s0bt,314,596035,0,0,0,0,0,0
15259,s0bt,807,2585410,0,0,0,1,0,1
15260,s0bt,375,596035,0,0,0,0,0,1
15261,s0bt,341,596035,0,0,0,0,0,1
15262,s0bt,429,706850,0,0,0,0,0,1
15263,s0bt,741,756875,0,0,0,0,1,0
15264,s0bt,500,2522220,0,0,0,1,1,0
15265,s0bt,360,596035,0,0,0,0,0,0
15266,s0bt,496,740730,0,0,0,0,0,1
15267,s0bt,5100,766715,0,0,0,0,0,1
15268,s0bt,322,596035,0,0,0,0,0,0
15269,s0bt,499,680140,0,0,0,0,0,1
15270,s0bt,424,2760000,0,0,0,1,0,1
15271,s0bt,6932,2396115,0,0,0,1,0,0
15272,s0bt,506,658390,0,0,0,0,0,0
15273,s0bt,9410,1055255,0,0,0,0,0,1
15274,s0bt,329,2226470,0,0,0,1,0,1
15275,s0bt,7480,889890,0,0,0,0,0,1
15276,s0bt,439,596035,0,0,0,0,0,0
15277,s0bt,425,2889200,0,0,0,1,0,0
15278,s0bt,337,2736875,0,0,0,1,0,1
15279,s0bt,8996,680140,0,0,0,0,0,0
15280,s0bt,717,680140,0,0,0,0,0,0
15281,s0bt,316,596035,0,0,0,0,0,0
15282,p0d0,747,4016050,0,0,0,1,0,1
15283,p0d0,7581,1190210,0,0,0,0,0,1
15284,p0d0,336,680140,0,0,0,0,0,1
15285,p0d0,6242,798335,0,0,0,0,0,1
15286,p0d0,319,596035,0,0,0,0,0,0
15287,p0d0,8994,596035,0,0,0,0,1,0
15288,p0d0,311,2522220,0,0,0,1,1,0
15289,p0d0,440,706850,0,0,0,0,1,0
15290,p0d0,414,2158560,0,0,0,1,0,0
15291,p0d0,308,2500000,0,0,0,1,0,0
15292,p0d0,4462,596035,0,0,0,0,0,0
15293,p0d0,495,3237670,0,0,0,1,0,1
15294,p0d0,451,2760000,0,0,0,1,0,1
15295,p0d0,407,2401550,0,0,0,1,0,1
15296,p0d0,8998,680140,0,0,0,0,0,1
15297,p0d0,418,2396115,0,0,0,1,0,1
15298,p0d0,321,751630,0,0,0,0,1,0
15299,p0d0,301,680140,0,0,0,0,0,1
15300,p0d0,339,680140,0,0,0,0,0,1
15301,p0d0,328,2523045,0,0,0,1,0,1
15302,p0d0,7485,706850,0,0,0,0,0,1
15303,p0d0,4713,1019185,0,0,0,0,0,1
15304,p0d0,314,596035,0,0,0,0,0,0
15305,p0d0,807,2585410,0,0,0,1,0,1
15306,p0d0,375,596035,0,0,0,0,0,1
15307,p0d0,341,596035,0,0,0,0,0,1
15308,p0d0,429,706850,0,0,0,0,0,1
15309,p0d0,741,756875,0,0,0,0,1,0
15310,p0d0,500,2522220,0,0,0,1,1,0
15311,p0d0,360,596035,0,0,0,0,0,0
15312,p0d0,496,740730,0,0,0,0,0,1
15313,p0d0,5100,766715,0,0,0,0,0,1
15314,p0d0,322,596035,0,0,0,0,0,0
15315,p0d0,499,680140,0,0,0,0,0,1
15316,p0d0,424,2760000,0,0,0,1,0,1
15317,p0d0,6932,2396115,0,0,0,1,0,0
15318,p0d0,506,658390,0,0,0,0,0,0
15319,p0d0,9410,1055255,0,1,0,0,0,1
15320,p0d0,329,2226470,0,0,0,1,0,1
15321,p0d0,7480,889890,0,0,0,0,0,1
15322,p0d0,439,596035,0,0,0,0,0,0
15323,p0d0,425,2889200,0,0,0,1,0,0
15324,p0d0,337,2736875,0,0,0,1,0,1
15325,p0d0,8996,680140,0,0,0,0,0,0
15326,p0d0,717,680140,0,0,0,0,0,0
15327,p0d0,316,596035,0,0,0,0,0,0
15328,b0ou,747,4016050,0,0,0,1,0,1
15329,b0ou,7581,1190210,0,0,0,0,0,1
15330,b0ou,336,680140,0,0,0,0,0,1
15331,b0ou,6242,798335,0,0,0,0,0,1
15332,b0ou,319,596035,0,0,0,0,0,0
15333,b0ou,8994,596035,0,0,0,0,1,0
15334,b0ou,311,2522220,0,0,0,1,1,0
15335,b0ou,440,706850,0,0,0,0,1,0
15336,b0ou,414,2158560,0,0,0,1,0,0
15337,b0ou,308,2500000,0,0,0,1,0,0
15338,b0ou,4462,596035,0,0,0,0,0,0
15339,b0ou,495,3237670,0,0,0,1,0,1
15340,b0ou,451,2760000,0,0,0,1,0,1
15341,b0ou,407,2401550,0,0,0,1,0,1
15342,b0ou,8998,680140,0,0,0,0,0,1
15343,b0ou,418,2396115,0,0,0,1,0,1
15344,b0ou,321,751630,0,0,0,0,1,0
15345,b0ou,301,680140,0,0,0,0,0,1
15346,b0ou,339,680140,0,0,0,0,0,1
15347,b0ou,328,2523045,0,0,0,1,0,1
15348,b0ou,7485,706850,0,0,0,0,0,1
15349,b0ou,4713,1019185,0,0,0,0,0,1
15350,b0ou,314,596035,0,0,0,0,0,0
15351,b0ou,807,2585410,0,0,0,1,0,1
15352,b0ou,375,596035,0,0,0,0,0,1
15353,b0ou,341,596035,0,0,0,0,0,1
15354,b0ou,429,706850,0,0,0,0,0,1
15355,b0ou,741,756875,0,0,0,0,1,0
15356,b0ou,500,2522220,0,0,0,1,1,0
15357,b0ou,360,596035,0,0,0,0,0,0
15358,b0ou,496,740730,0,0,0,0,0,1
15359,b0ou,5100,766715,0,0,0,0,0,1
15360,b0ou,322,596035,0,0,0,0,0,0
15361,b0ou,499,680140,0,0,0,0,0,1
15362,b0ou,424,2760000,0,0,0,1,0,1
15363,b0ou,6932,2396115,0,0,0,1,0,0
15364,b0ou,506,658390,0,0,0,0,0,0
15365,b0ou,9410,1055255,0,0,0,0,0,1
15366,b0ou,329,2226470,0,0,0,1,0,1
15367,b0ou,7480,889890,0,0,0,0,0,1
15368,b0ou,439,596035,0,0,0,0,0,0
15369,b0ou,425,2889200,0,0,0,1,0,0
15370,b0ou,337,2736875,0,0,0,1,0,1
15371,b0ou,8996,680140,0,0,0,0,0,0
15372,b0ou,717,680140,0,0,0,0,0,0
15373,b0ou,316,596035,0,0,0,0,0,0
15374,tc61,747,4016050,0,0,0,1,0,1
15375,tc61,336,680140,0,0,0,0,0,1
15376,tc61,319,596035,0,0,0,0,0,0
15377,tc61,440,706850,0,1,0,0,1,0
